
[Gradient Statistics for Epoch 1]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -3.37321e+00 | std:  2.86956e+01 | min: -1.05234e+02 | max:  6.15710e+01
xlstm.layers.0.slstm.Rz.block.weight     | mean: -7.52637e+00 | std:  4.09272e+02 | min: -2.86800e+03 | max:  2.84200e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean: -1.43428e+02 | std:  9.73009e+02 | min: -2.35400e+03 | max:  3.42000e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean: -6.01456e-01 | std:  6.44816e+01 | min: -3.54750e+02 | max:  3.12000e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean: -1.94818e+01 | std:  1.39479e+02 | min: -5.15500e+02 | max:  3.51500e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean:  7.62653e-01 | std:  9.13291e+01 | min: -5.11250e+02 | max:  5.50000e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean: -1.73478e+01 | std:  2.17815e+02 | min: -7.74500e+02 | max:  6.07500e+02
xlstm.layers.0.slstm.Ro.block.weight     | mean:  4.02136e-01 | std:  5.42370e+01 | min: -1.96250e+02 | max:  2.48375e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -2.79564e+01 | std:  1.21353e+02 | min: -3.18250e+02 | max:  2.91000e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -5.07428e+01 | std:  7.23113e+02 | min: -2.22220e+03 | max:  1.63652e+03
xlstm.layers.0.mlstm.layer_norm.bias     | mean: -5.58497e+00 | std:  6.52362e+02 | min: -1.32209e+03 | max:  1.42834e+03
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean: -5.70139e+01 | std:  1.22931e+03 | min: -1.52000e+03 | max:  2.01700e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean:  3.43667e+02 | std:  1.34802e+02 | min:  2.01750e+02 | max:  4.70000e+02
xlstm.layers.0.mlstm.Wk.block.weight     | mean:  7.94093e+00 | std:  3.85208e+02 | min: -1.74200e+03 | max:  5.43200e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean:  7.07100e+00 | std:  1.91044e+02 | min: -5.09250e+02 | max:  9.28000e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean:  4.54372e+00 | std:  4.02569e+02 | min: -3.26400e+03 | max:  3.90800e+03
xlstm.layers.0.mlstm.Wv.block.bias       | mean: -4.38990e+01 | std:  5.99921e+02 | min: -3.81000e+03 | max:  1.82600e+03
xlstm.layers.0.mlstm.Wi.weight           | mean:  4.20526e+00 | std:  7.71823e+01 | min: -6.94500e+02 | max:  7.16500e+02
xlstm.layers.0.mlstm.Wi.bias             | mean:  2.90942e+00 | std:  3.53701e+01 | min: -1.05062e+02 | max:  1.59750e+02
xlstm.layers.0.mlstm.Wf.weight           | mean:  2.41884e+00 | std:  1.72004e+02 | min: -8.77500e+02 | max:  8.13000e+02
xlstm.layers.0.mlstm.Wf.bias             | mean:  2.96476e+00 | std:  9.19169e+01 | min: -2.16250e+02 | max:  2.05000e+02
xlstm.layers.0.mlstm.Wo.weight           | mean:  2.31717e-01 | std:  9.19378e+01 | min: -3.06250e+02 | max:  4.40750e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -4.13306e+01 | std:  1.39590e+02 | min: -4.39750e+02 | max:  3.12750e+02
classifier.weight                        | mean:  3.11025e-04 | std:  3.32453e+02 | min: -1.51500e+03 | max:  1.27900e+03
classifier.bias                          | mean:  2.18099e-03 | std:  5.42049e+02 | min: -1.38800e+03 | max:  1.11000e+03

[Gradient Statistics for Epoch 28]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -1.71967e+00 | std:  5.17649e+01 | min: -1.97034e+02 | max:  1.10115e+02
xlstm.layers.0.slstm.layer_norm.bias     | mean:  1.09444e+00 | std:  5.77696e+01 | min: -7.69894e+01 | max:  1.12980e+02
xlstm.layers.0.slstm.causal_conv.conv.weight | mean:  3.51649e+00 | std:  7.72966e+01 | min: -1.13250e+02 | max:  9.99375e+01
xlstm.layers.0.slstm.causal_conv.conv.bias | mean: -1.48750e+01 | std:  1.34278e+03 | min: -1.43100e+03 | max:  1.24000e+03
xlstm.layers.0.slstm.Wz.block.weight     | mean: -1.03030e+00 | std:  7.39136e+02 | min: -5.07600e+03 | max:  4.38400e+03
xlstm.layers.0.slstm.Wz.block.bias       | mean: -2.94591e+01 | std:  1.28381e+03 | min: -3.11000e+03 | max:  6.08400e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean:  3.60948e+00 | std:  3.58001e+01 | min: -1.44000e+02 | max:  1.35125e+02
xlstm.layers.0.slstm.Wi.block.bias       | mean: -1.65912e+01 | std:  1.62863e+02 | min: -5.65500e+02 | max:  5.92500e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean:  9.74738e-01 | std:  6.92881e+01 | min: -2.59250e+02 | max:  2.26375e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean: -4.20129e+00 | std:  3.16281e+02 | min: -9.28000e+02 | max:  1.07300e+03
xlstm.layers.0.slstm.Wo.block.weight     | mean: -3.27534e+00 | std:  8.72414e+01 | min: -4.74250e+02 | max:  4.03750e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean: -4.43269e+01 | std:  1.53053e+02 | min: -7.79000e+02 | max:  2.59750e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean: -6.50485e+00 | std:  6.08006e+02 | min: -4.15200e+03 | max:  4.91600e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean: -2.94591e+01 | std:  1.28381e+03 | min: -3.11000e+03 | max:  6.08400e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean: -4.27777e-01 | std:  8.43425e+01 | min: -4.86500e+02 | max:  4.94500e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean: -1.65912e+01 | std:  1.62863e+02 | min: -5.65500e+02 | max:  5.92500e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean:  1.87755e-01 | std:  1.53195e+02 | min: -1.06500e+03 | max:  9.70500e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean: -4.20129e+00 | std:  3.16281e+02 | min: -9.28000e+02 | max:  1.07300e+03
xlstm.layers.0.slstm.Ro.block.weight     | mean: -1.33570e+00 | std:  7.11814e+01 | min: -4.82500e+02 | max:  5.47000e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -4.43269e+01 | std:  1.53053e+02 | min: -7.79000e+02 | max:  2.59750e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -8.83284e+01 | std:  7.23748e+02 | min: -1.61589e+03 | max:  1.54546e+03
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  8.24481e+00 | std:  7.03608e+02 | min: -1.76063e+03 | max:  2.49797e+03
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean: -1.66472e+02 | std:  1.57147e+03 | min: -1.81600e+03 | max:  3.08600e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean: -3.03417e+02 | std:  1.15862e+03 | min: -1.52100e+03 | max:  7.85500e+02
xlstm.layers.0.mlstm.Wk.block.weight     | mean:  1.62752e+01 | std:  4.57100e+02 | min: -2.20000e+03 | max:  4.90000e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean:  1.32907e+01 | std:  2.39728e+02 | min: -6.07500e+02 | max:  1.22700e+03
xlstm.layers.0.mlstm.Wv.block.weight     | mean:  2.27206e+01 | std:  4.30345e+02 | min: -3.17200e+03 | max:  4.50000e+03
xlstm.layers.0.mlstm.Wv.block.bias       | mean:  4.32965e+01 | std:  6.21002e+02 | min: -4.31200e+03 | max:  1.58800e+03
xlstm.layers.0.mlstm.Wi.weight           | mean:  5.83003e+00 | std:  1.06982e+02 | min: -5.19000e+02 | max:  2.04000e+03
xlstm.layers.0.mlstm.Wi.bias             | mean:  3.03615e+00 | std:  4.47105e+01 | min: -1.69000e+02 | max:  2.32250e+02
xlstm.layers.0.mlstm.Wf.weight           | mean:  5.83197e+00 | std:  2.67487e+02 | min: -2.22000e+03 | max:  2.13800e+03
xlstm.layers.0.mlstm.Wf.bias             | mean:  4.66736e+00 | std:  1.42830e+02 | min: -6.13500e+02 | max:  4.97250e+02
xlstm.layers.0.mlstm.Wo.weight           | mean: -4.63469e+00 | std:  9.15923e+01 | min: -5.12000e+02 | max:  3.65750e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -6.66120e+01 | std:  1.54824e+02 | min: -6.03000e+02 | max:  2.63250e+02
classifier.weight                        | mean: -5.30446e-03 | std:  3.56378e+02 | min: -1.54200e+03 | max:  1.52600e+03
classifier.bias                          | mean: -6.40625e-02 | std:  6.69485e+02 | min: -1.53200e+03 | max:  2.02000e+03

[Gradient Statistics for Epoch 29]
xlstm.layers.0.slstm.layer_norm.weight   | mean:  9.72828e-01 | std:  1.57217e+01 | min: -3.37441e+01 | max:  3.73096e+01
xlstm.layers.0.slstm.layer_norm.bias     | mean: -2.15680e+01 | std:  1.09349e+01 | min: -4.58035e+01 | max: -1.18366e+00
xlstm.layers.0.slstm.causal_conv.conv.weight | mean:  4.46927e+01 | std:  2.19510e+01 | min:  1.58438e+01 | max:  7.33125e+01
xlstm.layers.0.slstm.causal_conv.conv.bias | mean:  4.38417e+02 | std:  2.07207e+02 | min:  2.42750e+02 | max:  6.55500e+02
xlstm.layers.0.slstm.Wz.block.weight     | mean: -3.78321e-01 | std:  5.18923e+02 | min: -3.55000e+03 | max:  2.23000e+03
xlstm.layers.0.slstm.Wz.block.bias       | mean:  2.62363e+01 | std:  7.20407e+02 | min: -2.22400e+03 | max:  2.38600e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean:  4.96075e+00 | std:  2.39239e+01 | min: -6.97500e+01 | max:  1.01312e+02
xlstm.layers.0.slstm.Wi.block.bias       | mean: -2.21838e+01 | std:  1.07129e+02 | min: -4.12000e+02 | max:  2.83000e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean:  1.19722e+01 | std:  3.59305e+01 | min: -8.18125e+01 | max:  1.18750e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean: -5.36975e+01 | std:  1.61082e+02 | min: -4.82250e+02 | max:  3.29250e+02
xlstm.layers.0.slstm.Wo.block.weight     | mean:  5.50501e-01 | std:  7.24721e+01 | min: -2.91000e+02 | max:  3.13750e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean: -4.04790e+01 | std:  9.58900e+01 | min: -2.74250e+02 | max:  2.72500e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean: -3.14660e+00 | std:  3.17832e+02 | min: -1.62000e+03 | max:  2.11600e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean:  2.62363e+01 | std:  7.20407e+02 | min: -2.22400e+03 | max:  2.38600e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean: -1.08749e+00 | std:  5.24229e+01 | min: -2.76250e+02 | max:  2.67750e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean: -2.21838e+01 | std:  1.07129e+02 | min: -4.12000e+02 | max:  2.83000e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean:  3.45222e-01 | std:  8.32753e+01 | min: -4.74750e+02 | max:  5.31500e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean: -5.36975e+01 | std:  1.61082e+02 | min: -4.82250e+02 | max:  3.29250e+02
xlstm.layers.0.slstm.Ro.block.weight     | mean: -1.45763e+00 | std:  4.66398e+01 | min: -1.84000e+02 | max:  1.94875e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -4.04790e+01 | std:  9.58900e+01 | min: -2.74250e+02 | max:  2.72500e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -1.28027e+02 | std:  5.83666e+02 | min: -2.39516e+03 | max:  1.02836e+03
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  6.43242e+01 | std:  5.54030e+02 | min: -1.25960e+03 | max:  1.13576e+03
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean:  4.65444e+02 | std:  1.11065e+03 | min: -1.65500e+03 | max:  2.00900e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean: -6.41125e+02 | std:  5.37837e+02 | min: -1.17600e+03 | max: -1.00375e+02
xlstm.layers.0.mlstm.Wk.block.weight     | mean: -1.12847e+01 | std:  2.98763e+02 | min: -2.08800e+03 | max:  1.89600e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean: -8.63489e+00 | std:  1.51417e+02 | min: -5.12500e+02 | max:  3.55500e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean: -9.29759e+00 | std:  3.11730e+02 | min: -3.15600e+03 | max:  1.96300e+03
xlstm.layers.0.mlstm.Wv.block.bias       | mean: -1.11287e+01 | std:  3.95430e+02 | min: -1.51700e+03 | max:  1.78600e+03
xlstm.layers.0.mlstm.Wi.weight           | mean: -2.75800e+00 | std:  5.93701e+01 | min: -3.86500e+02 | max:  3.19500e+02
xlstm.layers.0.mlstm.Wi.bias             | mean: -1.70936e+00 | std:  2.81591e+01 | min: -7.47500e+01 | max:  7.78750e+01
xlstm.layers.0.mlstm.Wf.weight           | mean: -2.92672e+01 | std:  1.42410e+02 | min: -6.89500e+02 | max:  6.65500e+02
xlstm.layers.0.mlstm.Wf.bias             | mean: -2.03708e+01 | std:  7.12103e+01 | min: -1.72875e+02 | max:  1.62750e+02
xlstm.layers.0.mlstm.Wo.weight           | mean:  1.95598e-01 | std:  7.94116e+01 | min: -3.17250e+02 | max:  3.43750e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -5.82572e+01 | std:  1.06258e+02 | min: -3.48500e+02 | max:  2.27500e+02
classifier.weight                        | mean:  4.55983e-04 | std:  3.01035e+02 | min: -1.05400e+03 | max:  1.11600e+03
classifier.bias                          | mean:  1.79850e-03 | std:  4.93941e+02 | min: -1.20400e+03 | max:  1.18000e+03

[Gradient Statistics for Epoch 30]
xlstm.layers.0.slstm.layer_norm.weight   | mean:  1.49095e+00 | std:  2.79386e+01 | min: -5.05886e+01 | max:  6.51026e+01
xlstm.layers.0.slstm.layer_norm.bias     | mean: -1.60388e+01 | std:  1.54881e+01 | min: -4.14969e+01 | max:  1.08727e+01
xlstm.layers.0.slstm.causal_conv.conv.weight | mean:  2.76078e+01 | std:  2.77884e+01 | min: -7.82422e+00 | max:  6.51875e+01
xlstm.layers.0.slstm.causal_conv.conv.bias | mean:  3.24156e+02 | std:  3.21264e+02 | min: -4.57812e+01 | max:  5.33000e+02
xlstm.layers.0.slstm.Wz.block.weight     | mean:  2.15577e+01 | std:  5.87145e+02 | min: -3.29000e+03 | max:  3.54600e+03
xlstm.layers.0.slstm.Wz.block.bias       | mean:  1.56780e+02 | std:  1.02170e+03 | min: -2.19400e+03 | max:  3.34400e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean:  3.90390e+00 | std:  2.83427e+01 | min: -8.56875e+01 | max:  8.82500e+01
xlstm.layers.0.slstm.Wi.block.bias       | mean: -1.73270e+01 | std:  1.25861e+02 | min: -3.49250e+02 | max:  3.39500e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean:  5.40778e+00 | std:  4.24509e+01 | min: -1.27000e+02 | max:  1.56500e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean: -2.44355e+01 | std:  1.88549e+02 | min: -6.47500e+02 | max:  5.12000e+02
xlstm.layers.0.slstm.Wo.block.weight     | mean:  2.11611e+00 | std:  7.91878e+01 | min: -3.62750e+02 | max:  4.41500e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean: -3.09999e+01 | std:  1.17371e+02 | min: -3.27500e+02 | max:  2.71500e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean:  5.17508e-01 | std:  4.06751e+02 | min: -2.32000e+03 | max:  2.43400e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean:  1.56780e+02 | std:  1.02170e+03 | min: -2.19400e+03 | max:  3.34400e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean:  7.73720e-01 | std:  5.97774e+01 | min: -3.55250e+02 | max:  2.49875e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean: -1.73270e+01 | std:  1.25861e+02 | min: -3.49250e+02 | max:  3.39500e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean:  1.14473e+00 | std:  9.28102e+01 | min: -4.51000e+02 | max:  4.38500e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean: -2.44355e+01 | std:  1.88549e+02 | min: -6.47500e+02 | max:  5.12000e+02
xlstm.layers.0.slstm.Ro.block.weight     | mean:  6.06164e-01 | std:  5.36232e+01 | min: -2.80250e+02 | max:  2.43875e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -3.09999e+01 | std:  1.17371e+02 | min: -3.27500e+02 | max:  2.71500e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -9.86311e+01 | std:  5.22561e+02 | min: -1.47376e+03 | max:  9.33260e+02
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  7.11222e+01 | std:  4.63425e+02 | min: -9.25852e+02 | max:  9.44259e+02
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean:  5.13174e+02 | std:  6.82205e+02 | min: -8.08000e+02 | max:  1.44100e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean: -4.44417e+02 | std:  9.94345e+02 | min: -1.54900e+03 | max:  3.79250e+02
xlstm.layers.0.mlstm.Wk.block.weight     | mean: -2.44899e+01 | std:  3.45886e+02 | min: -1.75400e+03 | max:  1.85300e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean: -1.72310e+01 | std:  1.76924e+02 | min: -6.51000e+02 | max:  4.53250e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean:  1.33648e+01 | std:  3.19229e+02 | min: -1.79400e+03 | max:  1.83800e+03
xlstm.layers.0.mlstm.Wv.block.bias       | mean: -1.05192e+01 | std:  4.91445e+02 | min: -1.16000e+03 | max:  2.15600e+03
xlstm.layers.0.mlstm.Wi.weight           | mean: -8.21878e+00 | std:  8.37429e+01 | min: -1.05700e+03 | max:  4.83500e+02
xlstm.layers.0.mlstm.Wi.bias             | mean: -6.10695e+00 | std:  3.74955e+01 | min: -2.06500e+02 | max:  7.90625e+01
xlstm.layers.0.mlstm.Wf.weight           | mean: -1.06610e+01 | std:  1.61536e+02 | min: -8.70000e+02 | max:  1.25000e+03
xlstm.layers.0.mlstm.Wf.bias             | mean: -6.80107e+00 | std:  8.26328e+01 | min: -1.94125e+02 | max:  3.53000e+02
xlstm.layers.0.mlstm.Wo.weight           | mean:  4.41315e+00 | std:  8.48223e+01 | min: -3.35750e+02 | max:  3.88250e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -4.98148e+01 | std:  1.28686e+02 | min: -3.14750e+02 | max:  2.87500e+02
classifier.weight                        | mean: -7.56887e-03 | std:  2.97656e+02 | min: -1.50700e+03 | max:  1.64300e+03
classifier.bias                          | mean:  3.12500e-02 | std:  5.76680e+02 | min: -2.07200e+03 | max:  1.03200e+03

[Gradient Statistics for Epoch 31]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -5.84811e-01 | std:  1.60203e+01 | min: -5.69675e+01 | max:  3.77064e+01
xlstm.layers.0.slstm.layer_norm.bias     | mean:  3.04390e-02 | std:  9.13091e+00 | min: -1.57611e+01 | max:  2.27553e+01
xlstm.layers.0.slstm.causal_conv.conv.weight | mean: -3.56771e-01 | std:  1.34210e+01 | min: -1.64062e+01 | max:  1.81562e+01
xlstm.layers.0.slstm.causal_conv.conv.bias | mean: -1.76042e+00 | std:  1.87005e+02 | min: -2.12125e+02 | max:  1.45625e+02
xlstm.layers.0.slstm.Wz.block.weight     | mean:  1.72578e+01 | std:  4.49879e+02 | min: -2.76600e+03 | max:  3.25200e+03
xlstm.layers.0.slstm.Wz.block.bias       | mean:  1.19714e+01 | std:  7.77702e+02 | min: -2.40000e+03 | max:  3.27400e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean: -1.47145e+00 | std:  2.05682e+01 | min: -5.77188e+01 | max:  5.28750e+01
xlstm.layers.0.slstm.Wi.block.bias       | mean:  6.59705e+00 | std:  9.11570e+01 | min: -2.11750e+02 | max:  2.36250e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean: -2.66901e+00 | std:  3.52921e+01 | min: -1.69750e+02 | max:  9.33750e+01
xlstm.layers.0.slstm.Wf.block.bias       | mean:  1.17794e+01 | std:  1.56441e+02 | min: -3.86500e+02 | max:  6.91500e+02
xlstm.layers.0.slstm.Wo.block.weight     | mean:  2.84227e+00 | std:  6.27733e+01 | min: -2.28125e+02 | max:  2.54625e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean: -2.11713e+01 | std:  8.88155e+01 | min: -2.37125e+02 | max:  1.89250e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean: -3.35252e+00 | std:  3.43583e+02 | min: -2.42400e+03 | max:  2.90000e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean:  1.19714e+01 | std:  7.77702e+02 | min: -2.40000e+03 | max:  3.27400e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean:  5.42851e-02 | std:  4.83441e+01 | min: -1.76500e+02 | max:  2.28125e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean:  6.59705e+00 | std:  9.11570e+01 | min: -2.11750e+02 | max:  2.36250e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean:  3.03124e-01 | std:  7.19643e+01 | min: -3.53750e+02 | max:  5.08250e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean:  1.17794e+01 | std:  1.56441e+02 | min: -3.86500e+02 | max:  6.91500e+02
xlstm.layers.0.slstm.Ro.block.weight     | mean:  8.70368e-03 | std:  4.28061e+01 | min: -1.78625e+02 | max:  2.08000e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -2.11713e+01 | std:  8.88155e+01 | min: -2.37125e+02 | max:  1.89250e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -1.26627e+02 | std:  3.73855e+02 | min: -1.22434e+03 | max:  5.95736e+02
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  6.61304e+01 | std:  3.97354e+02 | min: -5.82330e+02 | max:  1.25451e+03
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean:  3.48540e+02 | std:  7.95900e+02 | min: -6.93500e+02 | max:  1.71700e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean: -6.88083e+02 | std:  4.83080e+02 | min: -1.24500e+03 | max: -3.82250e+02
xlstm.layers.0.mlstm.Wk.block.weight     | mean:  3.18643e+01 | std:  2.57816e+02 | min: -9.71500e+02 | max:  2.19200e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean:  2.13761e+01 | std:  1.23224e+02 | min: -3.06250e+02 | max:  6.39500e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean: -2.21859e+00 | std:  2.70011e+02 | min: -1.92800e+03 | max:  2.17400e+03
xlstm.layers.0.mlstm.Wv.block.bias       | mean: -2.80472e+01 | std:  4.13619e+02 | min: -2.16800e+03 | max:  1.22000e+03
xlstm.layers.0.mlstm.Wi.weight           | mean: -6.07857e+00 | std:  5.82333e+01 | min: -5.45500e+02 | max:  5.54500e+02
xlstm.layers.0.mlstm.Wi.bias             | mean: -4.42388e+00 | std:  2.33545e+01 | min: -8.88750e+01 | max:  8.38750e+01
xlstm.layers.0.mlstm.Wf.weight           | mean: -3.67600e+00 | std:  1.30576e+02 | min: -6.16500e+02 | max:  8.41500e+02
xlstm.layers.0.mlstm.Wf.bias             | mean: -1.92538e+00 | std:  6.49625e+01 | min: -2.24875e+02 | max:  1.73875e+02
xlstm.layers.0.mlstm.Wo.weight           | mean:  2.27724e+00 | std:  6.83720e+01 | min: -3.16500e+02 | max:  2.82000e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -3.47519e+01 | std:  1.00051e+02 | min: -3.00250e+02 | max:  2.35250e+02
classifier.weight                        | mean: -4.99522e-03 | std:  2.91334e+02 | min: -1.09200e+03 | max:  1.27200e+03
classifier.bias                          | mean: -7.14844e-02 | std:  6.12750e+02 | min: -1.15600e+03 | max:  1.27400e+03

[Gradient Statistics for Epoch 32]
xlstm.layers.0.slstm.layer_norm.weight   | mean:  6.74513e-01 | std:  2.45623e+01 | min: -9.67035e+01 | max:  4.86134e+01
xlstm.layers.0.slstm.layer_norm.bias     | mean: -1.06837e+01 | std:  5.89439e+00 | min: -2.16553e+01 | max: -4.30143e-01
xlstm.layers.0.slstm.causal_conv.conv.weight | mean:  2.45573e+01 | std:  1.15378e+01 | min:  6.21094e+00 | max:  4.14375e+01
xlstm.layers.0.slstm.causal_conv.conv.bias | mean:  2.11896e+02 | std:  8.96034e+01 | min:  1.23062e+02 | max:  3.02250e+02
